ID	SAMPLE
sample_1721	2382.SH007.C6.RH.3.714.leav.9.12.lane8.NoIndex.L008.sequences
sample_1722	1198.ARG05.ORi08.InfralitoralB
sample_1723	723.C8.10m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence
sample_1724	1242.ME09Jun03EB1R1
sample_1725	722.M31Fcsw.3.s.3.1.sequence
sample_1726	2382.SH008.C6.HA.1.728.root.9.12.lane7.NoIndex.L007.sequences
sample_1727	963.Iguana.57.061710.BCO.vial.268
sample_1728	1242.ME10Oct05EB2R2
sample_1729	1717.36L.low.fertilizer
sample_1730	1773.Salt.max3.gizz
sample_1731	1041.S114.5
sample_1732	1064.G.CV268
sample_1733	2382.DPOO1.C1.HA.1.629.leav.9.12.lane8.NoIndex.L008.sequences
sample_1734	1734.LD.NBS1069E
sample_1735	1773.Columb.talpa4.ugi
sample_1736	1747.buru.991965.fecal
sample_1737	1773.Columb.passer6.crop
sample_1738	807.C.S.12.a
sample_1739	2080.S54D2585
sample_1740	910.CuracaoCCA2B
sample_1741	2192.H04a.Kitchen.Light.Switch.1875.lane6.NoIndex.L006
sample_1742	1747.209107.holding.pen.A.debris
sample_1743	2382.SH005.C3.RH.4.669.leav.9.12.lane8.NoIndex.L008.sequences
sample_1744	1064.G.CJV193
sample_1745	755.INB.20.09.11.lane1.NoIndex.L001
sample_1746	1521.Sample162.s.7.1.sequences
sample_1747	807.E.S.11.a
sample_1748	804.H08.073105.R2057
sample_1749	1747.209107.saliva
sample_1750	804.LS11.72
sample_1751	1521.Sample317.s.7.1.sequences
sample_1752	861.X10.jul09
sample_1753	910.CuracaoTurf2C
sample_1754	1747.200188.saliva
sample_1755	1734.BD.ERD506
sample_1756	1222.2B2.5.6.06
sample_1757	1748.6.15.12.I.5.D
sample_1758	2382.RU006.C181.RH.3.789.leav.9.12.lane8.NoIndex.L008.sequences
sample_1759	722.M11Plmr.3.s.3.1.sequence
sample_1760	1064.G.CJV201
sample_1761	1064.G.CV328
sample_1762	678.seasonal.insitu.sample.539
sample_1763	2192.H02a.Bedroom.Floor.820.lane2.NoIndex.L002
sample_1764	1197.SE.20101017.GY.D044S.BC.366.a
sample_1765	933.T.3.3.S.E.5
sample_1766	722.SLEpi20M.3.s.3.1.sequence
sample_1767	638.RMK.ENR.27.1
sample_1768	2382.GM.181.R2.root.10.12.lane7.NoIndex.L007.sequences
sample_1769	2192.H03a.Front.Door.Knob.1349.lane5.NoIndex.L005
sample_1770	1622.UPSub.72.73
sample_1771	809.PLRP20.106
sample_1772	1039.P.Massambaba.SA.1.4
sample_1773	804.3873.1233A
sample_1774	2229.W2.T21.PH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006
sample_1775	1222.B4.5.16.06
sample_1776	2229.S1.T21.EH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006
sample_1777	910.PocTA2
sample_1778	2382.HE003.C181.HA.3.764.leav.9.12.lane8.NoIndex.L008.sequences
sample_1779	1039.P.Massambaba.SA
sample_1780	864.5.CON.addV.noG.noW.B.lane2.NoIndex
sample_1781	2229.T.B.I.1.SE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006
sample_1782	1773.Thraupis.gauco3.gizz
sample_1783	722.TS29.6.s.7.1.sequence
sample_1784	1747.L00376.81812.feces
sample_1785	1642.MS00445
sample_1786	925.IN5y
sample_1787	1748.5.15.12.FI.10.D
sample_1788	1521.MZ.23b.blank.s.8.1.sequences
sample_1789	905.Alsback.0.5to0.75cm
sample_1790	1198.SWE29.KBB3.SS4.5
sample_1791	807.W.S.11.a
sample_1792	1736.B17.0609
sample_1793	1198.NOR18.STA2.CORE3.2of3
sample_1794	722.TRRsed3.6.s.7.1.sequence
sample_1795	1883.2008.311.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1796	2382.SH004.C1.RH.2.8.r1.leav.6.11.lane8.NoIndex.L008.sequences
sample_1797	1883.2008.283.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1798	1621.R8866
sample_1799	2229.T.B.I.2.SE2.Thomas.CMB.Seaweed.lane6.NoIndex.L006
sample_1800	2229.W2.T3.4.HP1.Thomas.CMB.Seaweed.lane5.NoIndex.L005
sample_1801	2182.CPZFOB
sample_1802	1642.MS00556
sample_1803	925.SG4y
sample_1804	1030.TVF.Control.Loc5.D10.Rep2
sample_1805	1736.R3.0410
sample_1806	1521.MZ.90a.s.8.1.sequences
sample_1807	1774.276.Oral.Puer
sample_1808	958.O.01
sample_1809	1883.2008.142.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1810	1242.ME11May00EB1R2
sample_1811	2182.VHPBC0022
sample_1812	2382.SH008.C6.HA.2.732.rhizo.9.12.lane7.NoIndex.L007.sequences
sample_1813	1714.McG.PC210
sample_1814	861.C15.dec08
sample_1815	1222.B1.5.10.06
sample_1816	2229.W2.N23.ES3.Thomas.CMB.Seaweed.lane5.NoIndex.L005
sample_1817	1774.L514.Oral.Puer
sample_1818	550.L1S26.s.1.sequence
sample_1819	1883.2008.301.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1820	2382.SH008.C6.HA.4.744.leav.9.12.lane8.NoIndex.L008.sequences
sample_1821	2382.RU006.C181.RH.4.795.gp.9.12.lane8.NoIndex.L008.sequences
sample_1822	1035.UQ223
sample_1823	1039.P.Abraao.SA.1.4
sample_1824	1748.5.18.12.R.13.V
sample_1825	722.CL3.1.s.1.1.sequence
sample_1826	1041.M041.100
sample_1827	1521.MZ.47a.s.8.1.sequences
sample_1828	2382.SH005.C3.RH.1.253.root.9.11.lane1.NoIndex.L001.sequences
sample_1829	1521.AG1.s.8.1.sequences
sample_1830	1748.4.24.12.FR.14.D
sample_1831	1521.Chi.W1.s.8.1.sequences
sample_1832	1883.2011.539.Crump.Artic.LTREB.main.lane3.NoIndex
sample_1833	722.M31Plmr.6.s.7.1.sequence
sample_1834	2338.0702.2.E
sample_1835	933.Lu229
sample_1836	1883.2008.091.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1837	1883.2008.103.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1838	2382.GM.181.R4.gp.10.12.lane8.NoIndex.L008.sequences
sample_1839	2382.MU002.C3.HA.3.690.gp.9.12.lane8.NoIndex.L008.sequences
sample_1840	807.E.F.10.b
sample_1841	1694.St5F11.Pmoss.Jstar.16s.NoIndex.sequences
sample_1842	722.F11Fcsw.2.s.2.1.sequence
sample_1843	809.PLRP16.mat
sample_1844	1773.Columb.passer8.lgi
sample_1845	1521.Cle.4.s.8.1.sequences
sample_1846	550.L6S289.s.6.sequence
sample_1847	910.PorLT1
sample_1848	905.SA.Station.7.t0
sample_1849	861.U10.jul09
sample_1850	945.P14.F9.lane3.NoIndex.L003
sample_1851	1721.B3T
sample_1852	2192.H05b.Kitchen.Floor.2930.lane1.NoIndex.L001
sample_1853	809.PLRP19.35
sample_1854	1747.DZF.6132012.TJ.back.rock.wall
sample_1855	1222.B1.5.6.06
sample_1856	1242.ME07Aug08EB2R2
sample_1857	550.L6S104.s.6.sequence
sample_1858	1748.5.30.12.P.4.D
sample_1859	1642.MS00630
sample_1860	933.T.3.3.H.P.1
sample_1861	1773.Chirox.lance1.ugi
sample_1862	1774.16Oral22.10.09
sample_1863	1883.2008.081.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1864	1747.c.v.v.2011012.oral
sample_1865	1883.2011.298.Crump.Artic.LTREB.main.lane4.NoIndex
sample_1866	1453.45796SDZ4.H8.Pnem.stom
sample_1867	550.L6S176.s.6.sequence
sample_1868	722.NP2.2.s.2.1.sequence
sample_1869	2229.S1.N11.EH1.Thomas.CMB.Seaweed.lane5.NoIndex.L005
sample_1870	1453.45300SDZ4.D8.Pnem.stom
sample_1871	1773.Columb.talpa4.gizz
sample_1872	910.PocTA3
sample_1873	2192.H06b.Foot.3368.lane6.NoIndex.L006
sample_1874	2382.SH004.C1.RH.3.615.gp.9.12.lane8.NoIndex.L008.sequences
sample_1875	945.P6.B1.lane2.NoIndex.L002
sample_1876	2382.GM.181.R5.gp.10.12.lane8.NoIndex.L008.sequences
sample_1877	1692.Biofilm.A.DC.1.C.2012
sample_1878	990.KA3F.D.12
sample_1879	1747.DZF.6132012.TJ.holding.wall
sample_1880	1521.SPL.Fall.1.s.8.1.sequences
sample_1881	638.VAN20.120210.1
sample_1882	1773.Platy.flav1.ugi
sample_1883	2382.RU006.C181.RH.5.799.leav.9.12.lane8.NoIndex.L008.sequences
sample_1884	1453.54432SDZ2.A4.Tfran.feces
sample_1885	1747.Sanchez.72612.saliva2
sample_1886	1521.MZ.41a.s.8.1.sequences
sample_1887	1064.H.CV209
sample_1888	2382.SH005.C3.RH.3.463.root.4.12.lane7.NoIndex.L007.sequences
sample_1889	722.M31Tong.2.s.2.1.sequence
sample_1890	2382.GM.181.R2.gp.10.12.lane8.NoIndex.L008.sequences
sample_1891	1622.DP.101.102A.1
sample_1892	1642.MS00506
sample_1893	2382.HE003.C181.HA.2.759.leav.9.12.lane8.NoIndex.L008.sequences
sample_1894	755.INA.19.07.11.lane1.NoIndex.L001
sample_1895	755.SSFB.L3.D50.17.05.11.lane1.NoIndex.L001
sample_1896	1696.VH0017A
sample_1897	1521.Aphid40.s.7.1.sequences
sample_1898	2300.BB.12.anus
sample_1899	1222.B2.5.17.06
sample_1900	1030.TVF.2004.Loc3.D10.Rep2
sample_1901	1064.G.CJV207
sample_1902	804.H07.073105.R1053.red.coating
sample_1903	1197.SE.20100928.GY.NF.009.BC.097
sample_1904	1673.MBS105.3
sample_1905	1197.SE.20101018.GY.D004S.BC.386
sample_1906	1673.MBS61
sample_1907	1197.SE.20101019.GY.LBNL4.BC.425
sample_1908	1747.DZF.6202012.RJ.glass.window
sample_1909	861.H4.jul09
sample_1910	1773.Columb.passer6.gizz
sample_1911	2382.HE003.C181.HA.3.562.rhizo.4.12.lane7.NoIndex.L007.sequences
sample_1912	925.IH4z
sample_1913	1883.2009.322.Crump.Artic.LTREB.main.lane3.NoIndex
sample_1914	933.W.1.2.S.E.3
sample_1915	2382.SH007.C6.RH.4.318.root.9.11.lane1.NoIndex.L001.sequences
sample_1916	861.U80.jul09
sample_1917	1222.B5.5.14.06
sample_1918	722.AQC4cm.4.s.4.1.sequence
sample_1919	1521.MZ.62a.s.8.1.sequences
sample_1920	2382.HE003.C181.HA.1.755.gp.9.12.lane8.NoIndex.L008.sequences
sample_1921	1064.H.CJV189
sample_1922	1039.P.Massambaba.SB
sample_1923	910.PocTA1
sample_1924	1883.2011.538.Crump.Artic.LTREB.main.lane3.NoIndex
sample_1925	807.W.S.11.b
sample_1926	2382.MU002.C3.HA.2.685.gp.9.12.lane8.NoIndex.L008.sequences
sample_1927	2382.SH004.C1.RH.2.610.gp.9.12.lane8.NoIndex.L008.sequences
sample_1928	2382.GM.181.R3.gp.10.12.lane8.NoIndex.L008.sequences
sample_1929	1748.5.15.12.FI.17.D
sample_1930	1521.MZ.11b.s.8.1.sequences
sample_1931	2382.SH007.C6.RH.5.722.rhizo.9.12.lane7.NoIndex.L007.sequences
sample_1932	1642.MS00345
sample_1933	678.seasonal.insitu.sample.546
sample_1934	1748.6.15.12.I.10.V
sample_1935	723.C10.3m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence
sample_1936	1453.44899SDZ3.G8.Pnem.cecum
sample_1937	933.W.2.1.H.E.4
sample_1938	933.N.1.3.S.E.3
sample_1939	1001.SKB7
sample_1940	1064.G.GVR167
sample_1941	910.PorLT3
sample_1942	1064.W.CV272
sample_1943	804.3873.1233B
sample_1944	1627.GZC
sample_1945	1064.G.CV47
sample_1946	1580.A23.number1.filt.D1
sample_1947	2382.GM.181.R2.rhizo.10.12.lane7.NoIndex.L007.sequences
sample_1948	550.L6S149.s.6.sequence
sample_1949	1747.212070.holding.pen.B.debris
sample_1950	1883.2008.143.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1951	1747.RGZ.7172012.H.saliva
sample_1952	1773.Platy.flav2.gizz
sample_1953	1748.5.30.12.P.13.V
sample_1954	1235.sp1286
sample_1955	1883.2007.366.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1956	722.AQC4cm.5.s.6.1.sequence
sample_1957	2229.S1.T11.PS1.Thomas.CMB.Seaweed.lane6.NoIndex.L006
sample_1958	2382.SH004.C1.RH.3.612.rhizo.9.12.lane7.NoIndex.L007.sequences
sample_1959	933.T.3.1.H.E.5
sample_1960	804.3881.1256B
sample_1961	810.1230C2H2
sample_1962	2229.W1.T3.6.HP2.Thomas.CMB.Seaweed.lane5.NoIndex.L005
sample_1963	1747.jordy.409305.forehead
sample_1964	1714.McG.LB210
sample_1965	1774.L603.Oral.Puer
sample_1966	1642.MS00414
sample_1967	1711.KAM6.3
sample_1968	1521.MZ.103b.s.8.1.sequences
sample_1969	1288.NSB23jul08E.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence
sample_1970	1521.MZ.74b.s.8.1.sequences
sample_1971	910.CuracaoTurf8B
sample_1972	1064.G.CJV194
sample_1973	2382.GM.181.R1.gp.10.12.lane8.NoIndex.L008.sequences
sample_1974	1632.E4G02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences
sample_1975	1521.226.9.s.7.1.sequences
sample_1976	1288.NSB30jul08E.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence
sample_1977	1580.P20.A.filt.
sample_1978	807.E.F.10.a
sample_1979	1642.MS00023
sample_1980	659.NZFACE.R5.Browntop
sample_1981	2192.H01a.Front.Door.Knob.317.lane2.NoIndex.L002
sample_1982	1694.St3C1.Pmoss.Jstar.16s.NoIndex.sequences
sample_1983	1773.Columb.talpa2.crop
sample_1984	1774.10BI
sample_1985	2382.MU002.C3.HA.5.298.root.9.11.lane1.NoIndex.L001.sequences
sample_1986	1064.H.CV331
sample_1987	1736.R19.0510
sample_1988	1622.PP.21.22B
sample_1989	940.CR.41.Fecal
sample_1990	1747.szelma.992677.fecal
sample_1991	722.TRRsed3.1.s.1.1.sequence
sample_1992	809.PLRP17.mat
sample_1993	1642.MS00554
sample_1994	925.IO4x
sample_1995	1622.DP.91.92A.2
sample_1996	1453.45560SDZ2.B3.Pnem.cecum
sample_1997	1521.330.3.s.7.1.sequences
sample_1998	2080.S45D435
sample_1999	1521.F3.s.8.1.sequences
